nohup: ignoring input
Starting Single-GPU Training Pipeline...
Logs will be written to respective files or stdout.
[1/4] Base Training (d20)...
Resuming from checkpoint step 001800

                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Overriding: depth = 20
Overriding: run = gb10-d20-20251217
Overriding: save_every = 200
Overriding: resume_from_step = 1800
Autodetected device type: cuda
2025-12-17 16:29:06,556 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 1
wandb: Currently logged in as: misaacson (misaacson-texas-state-technical-college) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run mq066tjr
wandb: Tracking run with wandb version 0.23.1
wandb: Run data is saved locally in /home/dave/Downloads/source/nanochat/wandb/run-20251217_162906-mq066tjr
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run gb10-d20-20251217
wandb: ⭐️ View project at https://wandb.ai/misaacson-texas-state-technical-college/nanochat
wandb: 🚀 View run at https://wandb.ai/misaacson-texas-state-technical-college/nanochat/runs/mq066tjr
Vocab size: 65,536
num_layers: 20
model_dim: 1280
num_heads: 10
num_kv_heads: 10
Tokens / micro-batch / rank: 16 x 2048 = 32,768
Tokens / micro-batch: 32,768
Total batch size 524,288 => gradient accumulation steps: 16
Resuming optimization from step 1800
Number of parameters: 560,988,160
Estimated FLOPs per token: 3.491758e+09
Calculated number of iterations from target data:param ratio: 21,400
Total number of training tokens: 11,219,763,200
Tokens : Params ratio: 20.00
Total training FLOPs estimate: 3.917670e+19
Scaling the LR for the AdamW parameters ∝1/√(1280/768) = 0.774597
Muon: Grouping 80 params of shape torch.Size([1280, 1280]), device cuda:0, dtype torch.float32
Muon: Grouping 20 params of shape torch.Size([1280, 5120]), device cuda:0, dtype torch.float32
Muon: Grouping 20 params of shape torch.Size([5120, 1280]), device cuda:0, dtype torch.float32
step 01800/21400 (8.41%) | loss: 3.164064 | grad norm: 0.1466 | lrm: 1.00 | dt: 35710.56ms | tok/sec: 14,681 | mfu: 5.18 | total time: 866.15m
step 01801/21400 (8.42%) | loss: 3.166802 | grad norm: 0.1343 | lrm: 1.00 | dt: 32316.21ms | tok/sec: 16,223 | mfu: 5.73 | total time: 866.69m
step 01802/21400 (8.42%) | loss: 3.161177 | grad norm: 0.1282 | lrm: 1.00 | dt: 30586.49ms | tok/sec: 17,141 | mfu: 6.05 | total time: 867.20m
step 01803/21400 (8.43%) | loss: 3.169290 | grad norm: 0.1266 | lrm: 1.00 | dt: 30633.27ms | tok/sec: 17,114 | mfu: 6.04 | total time: 867.71m
step 01804/21400 (8.43%) | loss: 3.170166 | grad norm: 0.1213 | lrm: 1.00 | dt: 31724.58ms | tok/sec: 16,526 | mfu: 5.83 | total time: 868.24m
step 01805/21400 (8.43%) | loss: 3.172272 | grad norm: 0.1316 | lrm: 1.00 | dt: 34427.77ms | tok/sec: 15,228 | mfu: 5.38 | total time: 868.82m
step 01806/21400 (8.44%) | loss: 3.182973 | grad norm: 0.1247 | lrm: 1.00 | dt: 33026.49ms | tok/sec: 15,874 | mfu: 5.60 | total time: 869.37m
step 01807/21400 (8.44%) | loss: 3.177783 | grad norm: 0.1295 | lrm: 1.00 | dt: 32874.61ms | tok/sec: 15,948 | mfu: 5.63 | total time: 869.91m
step 01808/21400 (8.45%) | loss: 3.184581 | grad norm: 0.1272 | lrm: 1.00 | dt: 32897.91ms | tok/sec: 15,936 | mfu: 5.63 | total time: 870.46m
step 01809/21400 (8.45%) | loss: 3.181872 | grad norm: 0.1296 | lrm: 1.00 | dt: 32945.42ms | tok/sec: 15,913 | mfu: 5.62 | total time: 871.01m
step 01810/21400 (8.46%) | loss: 3.182520 | grad norm: 0.1284 | lrm: 1.00 | dt: 32777.74ms | tok/sec: 15,995 | mfu: 5.65 | total time: 871.56m
step 01811/21400 (8.46%) | loss: 3.175739 | grad norm: 0.1096 | lrm: 1.00 | dt: 32940.17ms | tok/sec: 15,916 | mfu: 5.62 | total time: 872.11m
step 01812/21400 (8.47%) | loss: 3.177748 | grad norm: 0.1238 | lrm: 1.00 | dt: 32996.91ms | tok/sec: 15,889 | mfu: 5.61 | total time: 872.66m
step 01813/21400 (8.47%) | loss: 3.176019 | grad norm: 0.1185 | lrm: 1.00 | dt: 33172.08ms | tok/sec: 15,805 | mfu: 5.58 | total time: 873.21m
step 01814/21400 (8.48%) | loss: 3.182436 | grad norm: 0.1091 | lrm: 1.00 | dt: 31980.84ms | tok/sec: 16,393 | mfu: 5.79 | total time: 873.74m
