2026-01-30 17:56:14,115 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 1
wandb: Currently logged in as: misaacson (misaacson-texas-state-technical-college) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run zchvmy47
wandb: Tracking run with wandb version 0.23.1
wandb: Run data is saved locally in /home/dave/Downloads/source/nanochat/wandb/run-20260130_175614-zchvmy47
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run d16_400M_fim_cce_10k
wandb: ⭐️ View project at https://wandb.ai/misaacson-texas-state-technical-college/nanochat
wandb: 🚀 View run at https://wandb.ai/misaacson-texas-state-technical-college/nanochat/runs/zchvmy47
/home/dave/Downloads/source/nanochat/.venv/lib/python3.13/site-packages/torch/_dynamo/variables/functions.py:2033: UserWarning: Dynamo does not know how to trace the builtin `triton._C.libtriton.native_specialize_impl.` This function is either a Python builtin (e.g. _warnings.warn) or a third-party C/C++ Python extension (perhaps created with pybind).
If it is a Python builtin, please file an issue on GitHub so the PyTorch team can add support for it and see the next case for a workaround.
If it is a third-party C/C++ Python extension, please either wrap it into a PyTorch-understood custom operator (see https://pytorch.org/tutorials/advanced/custom_ops_landing_page.html for more details) or, if it is traceable, use `torch.compiler.allow_in_graph`.
  torch._dynamo.utils.warn_once(explanation + "\n" + "\n".join(hints))

                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Kernel backend: cce
Autodetected device type: cuda
Precision: PyTorch BF16
Vocab size: 32,768
num_layers: 16
model_dim: 1280
num_heads: 10
num_kv_heads: 10
Tokens / micro-batch / rank: 4 x 1024 = 4,096
Tokens / micro-batch: 4,096
Total batch size 65,536 => gradient accumulation steps: 16
Scaling LRs by 0.3536 for batch size 65,536 (reference: 524,288)
Scaling weight decay from 0.200000 to 0.112500 for depth 16
Number of parameters: 398,458,912 (scaling: 398,458,912)
Estimated FLOPs per token: 2.296381e+09
Using user-provided number of iterations: 10,000
Total number of training tokens: 655,360,000
Tokens : Params ratio: 1.64
Total training FLOPs estimate: 1.504957e+18
Scaling the LR for the AdamW parameters ∝1/√(1280/768) = 0.774597
FIM enabled: fim_rate=0.5
Step 00000 | Validation bpb: 4.925048
step 00000/10000 (0.00%) | loss: 10.395706 | lrm: 0.00 | dt: 11442.80ms | tok/sec: 5,727 | mfu: 21.21 | total time: 0.00m
step 00001/10000 (0.01%) | loss: 10.397785 | lrm: 0.00 | dt: 3131.92ms | tok/sec: 20,925 | mfu: 77.50 | total time: 0.00m
step 00002/10000 (0.02%) | loss: 10.396013 | lrm: 0.01 | dt: 3118.85ms | tok/sec: 21,012 | mfu: 77.83 | total time: 0.00m
step 00003/10000 (0.03%) | loss: 10.394484 | lrm: 0.01 | dt: 3122.79ms | tok/sec: 20,986 | mfu: 77.73 | total time: 0.00m
step 00004/10000 (0.04%) | loss: 10.393436 | lrm: 0.01 | dt: 3138.32ms | tok/sec: 20,882 | mfu: 77.35 | total time: 0.00m
step 00005/10000 (0.05%) | loss: 10.391347 | lrm: 0.01 | dt: 3138.82ms | tok/sec: 20,879 | mfu: 77.33 | total time: 0.00m
step 00006/10000 (0.06%) | loss: 10.389540 | lrm: 0.01 | dt: 3120.58ms | tok/sec: 21,001 | mfu: 77.79 | total time: 0.00m
step 00007/10000 (0.07%) | loss: 10.387768 | lrm: 0.02 | dt: 3123.92ms | tok/sec: 20,978 | mfu: 77.70 | total time: 0.00m
step 00008/10000 (0.08%) | loss: 10.385355 | lrm: 0.02 | dt: 3185.42ms | tok/sec: 20,573 | mfu: 76.20 | total time: 0.00m
step 00009/10000 (0.09%) | loss: 10.383687 | lrm: 0.02 | dt: 3118.25ms | tok/sec: 21,016 | mfu: 77.84 | total time: 0.00m
step 00010/10000 (0.10%) | loss: 10.380579 | lrm: 0.02 | dt: 3127.36ms | tok/sec: 20,955 | mfu: 77.62 | total time: 0.00m
step 00011/10000 (0.11%) | loss: 10.376259 | lrm: 0.02 | dt: 3111.12ms | tok/sec: 21,065 | mfu: 78.02 | total time: 0.05m | eta: 517.9m
step 00012/10000 (0.12%) | loss: 10.371074 | lrm: 0.03 | dt: 3119.57ms | tok/sec: 21,008 | mfu: 77.81 | total time: 0.10m | eta: 518.6m
step 00013/10000 (0.13%) | loss: 10.364772 | lrm: 0.03 | dt: 3135.48ms | tok/sec: 20,901 | mfu: 77.42 | total time: 0.16m | eta: 519.7m
step 00014/10000 (0.14%) | loss: 10.365259 | lrm: 0.03 | dt: 3112.73ms | tok/sec: 21,054 | mfu: 77.98 | total time: 0.21m | eta: 519.2m
step 00015/10000 (0.15%) | loss: 10.355897 | lrm: 0.03 | dt: 3152.33ms | tok/sec: 20,789 | mfu: 77.00 | total time: 0.26m | eta: 520.3m
step 00016/10000 (0.16%) | loss: 10.339338 | lrm: 0.03 | dt: 3110.06ms | tok/sec: 21,072 | mfu: 78.05 | total time: 0.31m | eta: 519.8m
step 00017/10000 (0.17%) | loss: 10.321143 | lrm: 0.04 | dt: 3119.45ms | tok/sec: 21,008 | mfu: 77.81 | total time: 0.36m | eta: 519.6m
step 00018/10000 (0.18%) | loss: 10.295393 | lrm: 0.04 | dt: 3133.35ms | tok/sec: 20,915 | mfu: 77.47 | total time: 0.42m | eta: 519.8m
step 00019/10000 (0.19%) | loss: 10.289684 | lrm: 0.04 | dt: 3115.26ms | tok/sec: 21,037 | mfu: 77.92 | total time: 0.47m | eta: 519.6m
step 00020/10000 (0.20%) | loss: 10.279748 | lrm: 0.04 | dt: 3148.06ms | tok/sec: 20,817 | mfu: 77.11 | total time: 0.52m | eta: 519.9m
step 00021/10000 (0.21%) | loss: 10.240782 | lrm: 0.04 | dt: 3134.60ms | tok/sec: 20,907 | mfu: 77.44 | total time: 0.57m | eta: 520.0m
step 00022/10000 (0.22%) | loss: 10.209107 | lrm: 0.05 | dt: 3111.58ms | tok/sec: 21,061 | mfu: 78.01 | total time: 0.63m | eta: 519.7m
step 00023/10000 (0.23%) | loss: 10.179012 | lrm: 0.05 | dt: 3116.25ms | tok/sec: 21,030 | mfu: 77.89 | total time: 0.68m | eta: 519.6m
step 00024/10000 (0.24%) | loss: 10.153760 | lrm: 0.05 | dt: 3113.35ms | tok/sec: 21,049 | mfu: 77.97 | total time: 0.73m | eta: 519.4m
step 00025/10000 (0.25%) | loss: 10.115397 | lrm: 0.05 | dt: 3153.21ms | tok/sec: 20,783 | mfu: 76.98 | total time: 0.78m | eta: 519.7m
step 00026/10000 (0.26%) | loss: 10.079062 | lrm: 0.05 | dt: 3119.45ms | tok/sec: 21,008 | mfu: 77.81 | total time: 0.83m | eta: 519.5m
step 00027/10000 (0.27%) | loss: 10.040125 | lrm: 0.06 | dt: 3119.07ms | tok/sec: 21,011 | mfu: 77.82 | total time: 0.89m | eta: 519.4m
step 00028/10000 (0.28%) | loss: 9.988464 | lrm: 0.06 | dt: 3120.56ms | tok/sec: 21,001 | mfu: 77.79 | total time: 0.94m | eta: 519.3m
step 00029/10000 (0.29%) | loss: 9.938537 | lrm: 0.06 | dt: 3120.83ms | tok/sec: 20,999 | mfu: 77.78 | total time: 0.99m | eta: 519.2m
step 00030/10000 (0.30%) | loss: 9.880996 | lrm: 0.06 | dt: 3192.78ms | tok/sec: 20,526 | mfu: 76.03 | total time: 1.04m | eta: 519.8m
step 00031/10000 (0.31%) | loss: 9.831013 | lrm: 0.06 | dt: 3145.69ms | tok/sec: 20,833 | mfu: 77.16 | total time: 1.10m | eta: 519.9m
step 00032/10000 (0.32%) | loss: 9.782770 | lrm: 0.07 | dt: 3109.82ms | tok/sec: 21,073 | mfu: 78.05 | total time: 1.15m | eta: 519.7m
step 00033/10000 (0.33%) | loss: 9.716633 | lrm: 0.07 | dt: 3521.59ms | tok/sec: 18,609 | mfu: 68.93 | total time: 1.21m | eta: 522.4m
step 00034/10000 (0.34%) | loss: 9.651431 | lrm: 0.07 | dt: 3309.50ms | tok/sec: 19,802 | mfu: 73.34 | total time: 1.26m | eta: 523.5m
step 00035/10000 (0.35%) | loss: 9.566951 | lrm: 0.07 | dt: 3189.14ms | tok/sec: 20,549 | mfu: 76.11 | total time: 1.31m | eta: 523.7m
step 00036/10000 (0.36%) | loss: 9.488993 | lrm: 0.07 | dt: 3461.00ms | tok/sec: 18,935 | mfu: 70.13 | total time: 1.37m | eta: 525.6m
